symbol,date,open,high,low,close,volume,turnover
CHCL,2025-11-25,834.37,832.0,829.86,830.75,142323,118235195.08
CHCL,2025-11-26,837.47,845.51,833.67,838.59,102192,85697632.32
CHCL,2025-11-27,854.43,870.04,837.55,853.05,36050,30752504.08
CHCL,2025-11-28,879.22,881.71,869.91,876.05,113686,99594469.91
CHCL,2025-12-01,874.56,888.66,876.19,879.7,145329,127845531.61
CHCL,2025-12-02,898.02,908.39,896.61,898.32,15296,13740671.38
CHCL,2025-12-03,908.26,909.66,898.36,907.07,39341,35685171.72
CHCL,2025-12-04,892.12,909.82,899.5,901.29,53469,48191062.57
CHCL,2025-12-05,901.81,910.35,907.51,909.13,134026,121847127.92
CHCL,2025-12-08,899.43,906.75,895.13,903.95,140475,126981888.36
CHCL,2025-12-09,915.58,921.73,906.18,914.12,50938,46563404.58
CHCL,2025-12-10,957.75,961.03,951.55,960.8,128239,123211837.56
CHCL,2025-12-11,959.93,962.33,958.55,961.14,103348,99331990.36
CHCL,2025-12-12,958.73,963.11,951.41,959.63,112089,107563853.15
CHCL,2025-12-15,951.69,955.26,939.51,953.13,65659,62581825.24
CHCL,2025-12-16,968.65,990.72,957.11,974.62,43079,41985588.22
CHCL,2025-12-17,1002.05,1017.66,998.49,1009.84,95636,96577302.28
CHCL,2025-12-18,1025.24,1038.59,1029.11,1029.59,58709,60446455.17
CHCL,2025-12-19,1004.5,1010.82,995.8,1001.7,87789,87938567.22
CHCL,2025-12-22,1009.62,1023.58,1002.37,1012.65,13100,13265714.52
CHCL,2025-12-23,992.76,1006.17,990.8,998.8,41104,41054632.03
CHCL,2025-12-24,988.05,997.99,967.2,980.45,81438,79845522.65
CHCL,2025-12-25,983.46,976.89,968.47,974.38,95680,93228742.35
CHCL,2025-12-26,982.43,991.56,989.25,989.36,62172,61510190.15
CHCL,2025-12-29,992.95,996.03,984.6,990.24,34000,33667992.2
CHCL,2025-12-30,998.02,991.61,988.1,990.8,96133,95249025.02
CHCL,2025-12-31,992.63,999.82,993.34,998.28,119147,118941688.79
CHCL,2026-01-01,1004.32,1009.41,1002.78,1003.39,65047,65267492.31
CHCL,2026-01-02,1000.08,1004.46,978.34,991.55,128089,127007253.64
CHCL,2026-01-05,947.11,951.92,948.2,948.57,95688,90767197.16
CHCL,2026-01-06,952.15,954.21,948.58,952.09,65883,62726812.77
CHCL,2026-01-07,923.04,929.32,922.82,923.53,83267,76899221.67
CHCL,2026-01-08,936.24,940.37,935.59,936.34,135177,126571012.5
CHCL,2026-01-09,952.98,957.81,943.5,954.86,125992,120304956.65
CHCL,2026-01-12,975.38,989.09,968.06,984.08,115233,113398967.57
CHCL,2026-01-13,980.11,980.13,977.29,979.43,123849,121301547.9
CHCL,2026-01-14,993.26,1017.13,982.31,993.03,147145,146118932.67
CHCL,2026-01-15,955.95,965.8,949.98,962.61,149901,144296045.65
CHCL,2026-01-16,949.47,957.83,936.79,947.55,131484,124587979.6
CHCL,2026-01-19,951.15,960.22,940.95,957.72,10293,9857858.26
CHCL,2026-01-20,951.89,965.58,942.68,952.49,46970,44738312.15
CHCL,2026-01-21,939.69,945.61,930.87,939.73,127143,119480559.04
CHCL,2026-01-22,931.52,934.58,910.45,925.23,16290,15071925.28
CHCL,2026-01-23,916.61,929.79,892.65,916.7,72733,66674033.02
CHCL,2026-01-26,946.69,956.18,947.74,953.98,112178,107015059.56
CHCL,2026-01-27,951.38,959.77,943.98,949.19,128611,122076094.12
CHCL,2026-01-28,968.09,990.32,966.13,967.12,92125,89095910.25
CHCL,2026-01-29,950.79,964.4,954.52,954.52,100833,96246923.97
CHCL,2026-01-30,942.89,946.9,933.75,944.28,37822,35714626.6
CHCL,2026-02-02,961.32,974.52,959.28,966.88,35267,34098884.38
CHCL,2026-02-03,970.83,989.67,961.18,976.18,145682,142211289.42
CHCL,2026-02-04,981.93,991.3,968.22,981.41,33205,32587872.33
CHCL,2026-02-05,991.1,1017.38,990.11,998.38,43585,43514565.37
CHCL,2026-02-06,1017.8,1019.83,1009.85,1017.94,129011,131325821.79
CHCL,2026-02-09,979.21,989.97,976.0,978.77,19202,18794384.29
CHCL,2026-02-10,984.72,990.13,982.35,983.43,83872,82482542.36
CHCL,2026-02-11,979.79,990.21,973.5,981.5,101550,99671584.17
CHCL,2026-02-12,979.74,994.61,971.14,972.92,56372,54845599.78
CHCL,2026-02-13,979.54,984.57,974.56,975.82,37934,37016873.52
CHCL,2026-02-16,1010.85,1033.54,1016.86,1018.39,133383,135836306.12
CHCL,2026-02-17,1021.95,1032.99,1013.91,1022.14,108381,110780095.15
CHCL,2026-02-18,1001.25,1003.53,1001.43,1002.06,111566,111795990.03
CHCL,2026-02-19,1018.36,1013.6,985.16,1012.62,55189,55885666.71
CHCL,2026-02-20,1025.36,1041.61,1018.64,1027.85,117882,121165103.15
CHCL,2026-02-23,1045.29,1068.44,1037.83,1053.31,123502,130085971.03
CHCL,2026-02-24,1019.82,1045.03,1017.82,1025.7,30979,31775268.45
CHCL,2026-02-25,1031.52,1053.98,1022.36,1031.62,54830,56563897.68
CHCL,2026-02-26,1003.56,1014.28,998.58,1010.62,8784,8877268.44
CHCL,2026-02-27,1010.36,1013.1,1008.49,1011.69,116547,117909682.16
CHCL,2026-03-02,1016.73,1031.06,989.72,1014.04,9610,9744935.53
CHCL,2026-03-03,1001.33,1011.21,1000.73,1005.51,85868,86340829.81
CHCL,2026-03-04,1047.83,1045.64,1024.24,1045.14,17741,18541845.54
CHCL,2026-03-05,1022.24,1031.15,1003.61,1028.93,50765,52233552.74
CHCL,2026-03-06,1071.63,1074.29,1057.01,1060.27,47530,50394730.12
CHCL,2026-03-09,1099.95,1106.73,1087.01,1092.37,90566,98931731.09
CHCL,2026-03-10,1077.24,1087.1,1064.55,1079.46,85912,92738486.85
CHCL,2026-03-11,1067.39,1073.62,1057.15,1067.78,65384,69815684.82
CHCL,2026-03-12,1096.38,1123.24,1094.9,1103.49,130007,143461615.55
CHCL,2026-03-13,1094.32,1103.32,1078.64,1092.53,101626,111029080.83
CHCL,2026-03-16,1086.17,1095.02,1073.18,1084.61,72959,79132001.58
CHCL,2026-03-17,1093.38,1113.75,1088.23,1095.83,127082,139260239.49
CHCL,2026-03-18,1096.66,1100.76,1089.72,1094.66,109302,119648989.37
CHCL,2026-03-19,1100.29,1110.44,1106.32,1107.32,11714,12971088.08
CHCL,2026-03-20,1086.01,1091.53,1086.84,1087.48,88521,96265144.18
CHCL,2026-03-23,1074.11,1068.27,1058.88,1064.03,103474,110099830.8
CHCL,2026-03-24,1081.95,1083.65,1063.36,1078.35,8991,9695479.35
CHCL,2026-03-25,1090.76,1099.3,1084.73,1087.88,135794,147726924.84
CHCL,2026-03-26,1096.3,1118.62,1082.24,1103.06,14825,16352918.38
CHCL,2026-03-27,1095.88,1094.77,1086.89,1089.04,112071,122049392.2
CHCL,2026-03-30,1061.29,1079.16,1063.47,1070.43,49494,52979708.04
CHCL,2026-03-31,1103.73,1116.2,1091.36,1102.57,128311,141472490.58
CHCL,2026-04-01,1083.4,1085.84,1075.55,1079.72,27499,29691136.77
CHCL,2026-04-02,1110.23,1150.19,1112.07,1117.43,15633,17468859.38
CHCL,2026-04-03,1115.43,1135.96,1099.6,1108.89,62251,69029820.51
CHCL,2026-04-06,1119.77,1123.99,1102.61,1121.58,140282,157337377.7
CHCL,2026-04-07,1102.85,1130.92,1099.93,1111.08,140230,155807026.49
CHCL,2026-04-08,1124.48,1129.76,1121.78,1127.44,23456,26445210.26
CHCL,2026-04-09,1123.93,1145.32,1112.36,1129.16,21092,23816317.48
CHCL,2026-04-10,1117.54,1142.55,1113.37,1120.66,18068,20248046.39
CHCL,2026-04-13,1139.18,1141.77,1128.02,1134.96,52346,59410609.03
CHCL,2026-04-14,1141.5,1149.08,1121.38,1133.36,9708,11002654.48
CHCL,2026-04-15,1137.46,1150.59,1121.7,1130.6,87628,99071863.34
CHCL,2026-04-16,1154.74,1164.92,1161.73,1163.4,105017,122176335.17
CHCL,2026-04-17,1179.24,1203.43,1168.13,1182.42,140786,166468053.51
CHCL,2026-04-20,1220.18,1225.09,1188.32,1214.59,110065,133683352.36
CHCL,2026-04-21,1219.74,1228.39,1206.66,1227.3,145944,179116806.09
CHCL,2026-04-22,1227.42,1238.25,1196.2,1228.45,121254,148954952.4
CHCL,2026-04-23,1241.16,1249.16,1233.47,1234.03,112107,138343563.53
CHCL,2026-04-24,1216.18,1225.79,1209.5,1210.63,40402,48911709.19
CHCL,2026-04-27,1210.89,1223.22,1179.22,1216.51,146755,178528579.56
CHCL,2026-04-28,1233.66,1233.65,1228.68,1232.63,92738,114311589.65
CHCL,2026-04-29,1275.6,1266.19,1263.86,1265.32,145904,184615445.99
CHCL,2026-04-30,1271.05,1276.69,1260.94,1267.5,61843,78386205.52
CHCL,2026-05-01,1261.07,1263.97,1250.48,1260.93,62223,78458936.54
CHCL,2026-05-04,1268.06,1275.34,1263.07,1269.94,40690,51673743.59
CHCL,2026-05-05,1277.49,1293.86,1280.74,1284.01,53484,68673956.39
CHCL,2026-05-06,1267.68,1281.61,1260.05,1269.0,84837,107658163.56
CHCL,2026-05-07,1236.76,1253.04,1228.21,1238.35,143480,177678256.3
CHCL,2026-05-08,1293.54,1291.44,1282.13,1285.8,31866,40973307.95
CHCL,2026-05-11,1270.04,1298.13,1261.58,1275.83,44585,56882743.3
CHCL,2026-05-12,1300.73,1303.47,1276.48,1300.2,100798,131057633.76
CHCL,2026-05-13,1320.21,1332.91,1309.3,1318.3,71606,94398240.58
CHCL,2026-05-14,1319.44,1344.44,1321.98,1326.63,126952,168418798.06
CHCL,2026-05-15,1333.76,1351.09,1320.82,1328.71,81848,108751867.48
CHCL,2026-05-18,1270.12,1283.57,1266.66,1267.36,99022,125496510.39
CHCL,2026-05-19,1282.88,1300.2,1279.73,1282.81,94299,120967445.43
CHCL,2026-05-20,1326.39,1340.86,1296.05,1317.02,57788,76108102.59
CHCL,2026-05-21,1299.41,1316.55,1304.91,1307.24,20921,27348728.82
CHCL,2026-05-22,1296.24,1296.16,1292.19,1293.9,57703,74661626.83
CHCL,2026-05-25,1218.39,1227.62,1215.44,1219.05,60541,73802682.64
CHCL,2026-05-26,1256.78,1256.96,1249.59,1250.6,88081,110153995.11
CHCL,2026-05-27,1294.7,1302.3,1295.01,1301.23,139626,181685354.38
CHCL,2026-05-28,1277.18,1285.42,1258.56,1279.07,47986,61377687.31
CHCL,2026-05-29,1333.72,1346.11,1325.8,1334.25,71025,94765165.56
CHCL,2026-06-01,1326.36,1332.62,1327.54,1330.54,149622,199077577.91
CHCL,2026-06-02,1354.13,1345.73,1339.15,1341.91,142104,190691267.88
CHCL,2026-06-03,1342.89,1357.21,1332.13,1341.54,136101,182584536.72
CHCL,2026-06-04,1360.23,1385.14,1341.81,1362.12,12739,17352037.35
CHCL,2026-06-05,1331.53,1323.15,1318.04,1320.46,28039,37024273.0
CHCL,2026-06-08,1322.4,1335.23,1314.65,1322.18,149126,197171609.26
CHCL,2026-06-09,1352.61,1361.75,1347.88,1353.51,102400,138599290.78
CHCL,2026-06-10,1383.1,1393.18,1372.98,1386.64,119604,165847179.55
CHCL,2026-06-11,1387.32,1397.29,1374.32,1386.59,9447,13099133.44
CHCL,2026-06-12,1405.66,1425.89,1380.88,1398.63,110471,154508316.53
CHCL,2026-06-15,1422.81,1429.98,1414.1,1415.9,133422,188912308.22
CHCL,2026-06-16,1420.23,1422.74,1400.76,1419.55,72891,103472692.97
CHCL,2026-06-17,1413.89,1430.48,1379.74,1412.38,94422,133359833.55
CHCL,2026-06-18,1402.52,1400.04,1381.86,1396.17,84317,117720977.52
CHCL,2026-06-19,1386.5,1415.51,1377.77,1389.55,82795,115047603.03
CHCL,2026-06-22,1359.34,1363.72,1341.35,1358.18,68128,92529849.86
CHCL,2026-06-23,1374.8,1380.01,1348.13,1372.41,22401,30743313.27
CHCL,2026-06-24,1345.97,1347.55,1331.67,1341.58,93018,124791027.5
CHCL,2026-06-25,1323.11,1333.15,1306.91,1320.22,43941,58011686.33
CHCL,2026-06-26,1298.51,1299.21,1289.11,1298.85,130670,169721323.32
CHCL,2026-06-29,1332.9,1322.53,1296.9,1318.45,112309,148073559.1
CHCL,2026-06-30,1338.56,1334.67,1318.45,1329.81,118483,157560421.64
CHCL,2026-07-01,1373.79,1378.03,1366.87,1368.04,11088,15168811.22
CHCL,2026-07-02,1381.49,1381.07,1361.19,1373.46,113991,156562335.61
CHCL,2026-07-03,1356.92,1367.52,1349.0,1356.68,28471,38625977.7
CHCL,2026-07-06,1313.19,1320.21,1293.74,1312.22,106415,139639437.28
CHCL,2026-07-07,1291.34,1301.67,1288.96,1291.86,143896,185892872.42
CHCL,2026-07-08,1281.7,1278.54,1256.96,1267.69,25914,32850898.22
CHCL,2026-07-09,1214.33,1212.89,1190.86,1211.71,114822,139131217.51
CHCL,2026-07-10,1199.26,1202.18,1185.43,1193.54,65051,77641214.3
CHCL,2026-07-13,1200.81,1216.87,1202.09,1208.77,120694,145891127.45
CHCL,2026-07-14,1212.68,1218.13,1212.77,1213.83,93295,113243945.83
CHCL,2026-07-15,1228.14,1234.09,1227.33,1232.84,66826,82385851.89
CHCL,2026-07-16,1211.28,1234.39,1218.24,1218.48,38043,46354630.27
CHCL,2026-07-17,1210.77,1217.39,1199.31,1204.01,141942,170899227.32
CHCL,2026-07-20,1194.82,1193.61,1191.42,1192.62,132870,158464080.64
CHCL,2026-07-21,1178.84,1190.29,1163.51,1181.3,143572,169602025.66
CHCL,2026-07-22,1212.87,1214.03,1189.56,1207.25,34048,41104535.83
CHCL,2026-07-23,1190.22,1220.0,1182.31,1194.49,46607,55671811.93
CHCL,2026-07-24,1168.54,1190.37,1177.0,1180.62,72583,85693165.51
CHCL,2026-07-27,1159.68,1175.91,1146.96,1160.5,128612,149254144.88
SHIVM,2025-11-18,215.4,217.61,215.33,215.56,58105,12524856.55
SHIVM,2025-11-19,214.37,214.5,209.0,213.55,103901,22187784.87
SHIVM,2025-11-20,221.05,227.72,217.57,221.3,139400,30848944.52
SHIVM,2025-11-21,219.06,219.77,217.29,218.83,92542,20251089.31
SHIVM,2025-11-24,215.89,215.48,214.13,214.81,149438,32101043.44
SHIVM,2025-11-25,215.98,216.25,214.83,215.19,142229,30606797.24
SHIVM,2025-11-26,212.62,212.27,211.76,212.03,70729,14996668.03
SHIVM,2025-11-27,213.73,214.73,209.81,212.96,94074,20033870.06
SHIVM,2025-11-28,217.49,215.95,212.11,214.67,66068,14182952.5
SHIVM,2025-12-01,212.48,214.16,209.96,213.14,5093,1085543.42
SHIVM,2025-12-02,214.02,217.53,210.94,214.9,93705,20137215.55
SHIVM,2025-12-03,210.25,212.91,210.34,211.57,54354,11499639.21
SHIVM,2025-12-04,214.57,216.95,212.2,215.25,113182,24361953.19
SHIVM,2025-12-05,217.16,220.25,217.32,217.73,134282,29237169.67
SHIVM,2025-12-08,218.97,221.7,217.69,219.2,140727,30847551.47
SHIVM,2025-12-09,226.32,227.02,226.11,226.78,70896,16077569.55
SHIVM,2025-12-10,221.68,223.01,220.64,222.66,107995,24046558.93
SHIVM,2025-12-11,232.31,233.49,231.61,233.4,64207,14986198.8
SHIVM,2025-12-12,239.53,240.46,238.77,239.91,63308,15188024.92
SHIVM,2025-12-15,231.15,233.16,231.46,232.21,25428,5904730.4
SHIVM,2025-12-16,227.29,229.33,227.72,229.16,131283,30084609.08
SHIVM,2025-12-17,246.7,249.6,244.49,244.52,140787,34424747.7
SHIVM,2025-12-18,247.31,248.93,244.78,246.96,116201,28696885.98
SHIVM,2025-12-19,254.63,254.22,249.86,254.17,16377,4162500.13
SHIVM,2025-12-22,246.27,247.49,244.16,247.39,72639,17970173.51
SHIVM,2025-12-23,253.14,254.88,250.44,252.13,14028,3536849.3
SHIVM,2025-12-24,250.44,253.5,246.27,248.67,107126,26639329.56
SHIVM,2025-12-25,245.68,244.66,238.08,243.47,99306,24178458.56
SHIVM,2025-12-26,239.48,243.96,238.15,240.38,77964,18740945.25
SHIVM,2025-12-29,234.27,234.36,230.79,233.54,104259,24348363.27
SHIVM,2025-12-30,240.44,240.05,235.64,238.97,45213,10804639.82
SHIVM,2025-12-31,240.6,241.8,239.78,241.74,92081,22259718.13
SHIVM,2026-01-01,243.3,245.49,242.47,244.05,11918,2908555.41
SHIVM,2026-01-02,241.33,242.64,239.5,240.86,93148,22435339.43
SHIVM,2026-01-05,235.32,235.41,232.67,235.38,75288,17720949.62
SHIVM,2026-01-06,231.58,231.72,229.01,230.75,90054,20779723.03
SHIVM,2026-01-07,232.63,232.14,228.62,229.95,16817,3867009.11
SHIVM,2026-01-08,233.78,239.93,234.22,234.97,69948,16435967.44
SHIVM,2026-01-09,239.18,244.52,237.31,238.94,92057,21995666.59
SHIVM,2026-01-12,238.6,242.52,240.9,241.02,13577,3272314.58
SHIVM,2026-01-13,242.48,243.56,236.95,243.08,26629,6473017.98
SHIVM,2026-01-14,243.88,244.69,240.86,243.24,96432,23456095.77
SHIVM,2026-01-15,234.98,234.24,232.14,233.76,129822,30347268.4
SHIVM,2026-01-16,230.52,234.52,228.28,230.41,68862,15866430.16
SHIVM,2026-01-19,232.35,234.12,231.69,233.95,102330,23940552.61
SHIVM,2026-01-20,236.03,240.07,236.77,236.91,114735,27182418.05
SHIVM,2026-01-21,238.98,239.39,238.72,239.13,42375,10133064.15
SHIVM,2026-01-22,227.69,229.24,226.16,228.03,111035,25319151.98
SHIVM,2026-01-23,234.02,235.56,231.47,233.68,16809,3927871.8
SHIVM,2026-01-26,229.26,233.88,227.78,229.5,106511,24444287.46
SHIVM,2026-01-27,229.7,234.24,224.62,230.24,69746,16058278.71
SHIVM,2026-01-28,237.17,236.79,235.45,236.6,22830,5401646.03
SHIVM,2026-01-29,237.76,241.9,235.0,237.13,143024,33915239.28
SHIVM,2026-01-30,229.12,232.59,229.12,230.86,63353,14625435.84
SHIVM,2026-02-02,233.29,236.31,232.33,232.42,130401,30307196.34
SHIVM,2026-02-03,232.79,232.87,229.73,232.02,23256,5395948.47
SHIVM,2026-02-04,233.37,232.61,230.21,232.47,72824,16929146.78
SHIVM,2026-02-05,227.37,231.4,223.03,227.45,65690,14940960.66
SHIVM,2026-02-06,227.11,228.09,223.55,227.0,28135,6386571.49
SHIVM,2026-02-09,223.28,223.86,218.18,223.49,94468,21112720.01
SHIVM,2026-02-10,219.76,223.38,217.74,220.95,132326,29238086.57
SHIVM,2026-02-11,228.03,229.28,227.39,227.74,51873,11813338.14
SHIVM,2026-02-12,236.25,241.67,233.96,235.74,87445,20614331.33
SHIVM,2026-02-13,238.34,238.1,233.16,237.09,36688,8698529.43
SHIVM,2026-02-16,239.45,242.54,239.8,240.13,105770,25398085.61
SHIVM,2026-02-17,239.31,241.82,239.23,239.89,37640,9029576.41
SHIVM,2026-02-18,239.85,244.4,238.22,240.18,11356,2727433.77
SHIVM,2026-02-19,243.96,247.4,243.69,243.86,93198,22727532.15
SHIVM,2026-02-20,250.02,254.22,248.71,250.85,47380,11885236.06
SHIVM,2026-02-23,263.39,264.2,261.07,264.03,118570,31305851.64
SHIVM,2026-02-24,259.9,260.81,258.88,259.9,6355,1651646.6
SHIVM,2026-02-25,258.82,262.84,258.41,258.51,52266,13511326.38
SHIVM,2026-02-26,259.8,259.2,256.35,258.09,103896,26814632.75
SHIVM,2026-02-27,263.32,265.25,262.28,264.26,72967,19282054.96
SHIVM,2026-03-02,263.4,264.88,262.43,264.8,56179,14876127.34
SHIVM,2026-03-03,276.71,278.3,274.94,275.94,79332,21891122.57
SHIVM,2026-03-04,285.05,289.77,282.31,288.07,45875,13215437.82
SHIVM,2026-03-05,286.68,287.56,283.11,286.34,70997,20328996.9
SHIVM,2026-03-06,279.32,285.12,280.35,281.46,65064,18312901.23
SHIVM,2026-03-09,281.96,283.05,282.49,282.96,38033,10761899.65
SHIVM,2026-03-10,266.99,267.92,264.22,266.53,28763,7666165.35
SHIVM,2026-03-11,271.12,273.86,267.2,270.86,97916,26521775.07
SHIVM,2026-03-12,273.03,274.76,267.15,272.1,45834,12471401.06
SHIVM,2026-03-13,272.73,276.03,271.88,271.96,98740,26853788.92
SHIVM,2026-03-16,268.72,269.57,267.49,268.61,138823,37288761.68
SHIVM,2026-03-17,269.16,274.53,268.87,269.37,61655,16608133.64
SHIVM,2026-03-18,272.22,273.21,270.95,272.47,51233,13959313.44
SHIVM,2026-03-19,268.52,275.78,270.0,270.14,128811,34797387.05
SHIVM,2026-03-20,277.42,279.1,276.4,277.52,102383,28413139.76
SHIVM,2026-03-23,287.0,291.96,286.23,287.79,149797,43110365.1
SHIVM,2026-03-24,272.46,276.64,270.78,273.47,86863,23754708.97
SHIVM,2026-03-25,277.5,278.94,275.68,278.3,72238,20104192.4
SHIVM,2026-03-26,276.57,278.88,273.24,276.5,89256,24679700.14
SHIVM,2026-03-27,288.42,291.48,281.97,289.14,94666,27372038.61
SHIVM,2026-03-30,283.13,290.35,285.85,286.2,148735,42568641.11
SHIVM,2026-03-31,272.89,276.78,273.1,275.19,83747,23046029.02
SHIVM,2026-04-01,271.51,271.89,267.68,270.25,100659,27203414.22
SHIVM,2026-04-02,267.87,268.46,260.87,265.72,121726,32345511.22
SHIVM,2026-04-03,250.75,253.67,248.99,252.57,81730,20642335.87
SHIVM,2026-04-06,256.39,257.65,253.68,255.01,110319,28132079.25
SHIVM,2026-04-07,262.21,262.51,259.3,261.51,65706,17182610.67
SHIVM,2026-04-08,255.04,256.19,251.29,254.73,25997,6622115.64
SHIVM,2026-04-09,255.77,253.95,248.84,253.54,63676,16144483.94
SHIVM,2026-04-10,256.98,258.65,255.91,256.6,88872,22804811.36
SHIVM,2026-04-13,258.65,260.34,253.52,259.58,34493,8953535.02
SHIVM,2026-04-14,258.04,258.81,255.82,257.84,38583,9948100.16
SHIVM,2026-04-15,251.89,252.02,249.24,251.5,142577,35857872.79
SHIVM,2026-04-16,256.24,261.13,256.06,256.44,23409,6003059.66
SHIVM,2026-04-17,257.75,260.61,257.89,259.68,29544,7672102.65
SHIVM,2026-04-20,264.53,266.26,263.54,265.27,100595,26684582.65
SHIVM,2026-04-21,260.91,266.52,260.82,261.72,54699,14315856.85
SHIVM,2026-04-22,260.41,262.31,256.36,259.5,34018,8827810.04
SHIVM,2026-04-23,258.37,257.46,257.01,257.35,21719,5589331.11
SHIVM,2026-04-24,258.27,258.71,255.33,257.09,74073,19043612.75
SHIVM,2026-04-27,265.79,269.04,259.81,263.97,78072,20608736.76
SHIVM,2026-04-28,266.67,268.57,264.44,266.78,77941,20793086.47
SHIVM,2026-04-29,267.5,270.29,264.38,266.99,22882,6109232.11
SHIVM,2026-04-30,266.82,270.66,269.02,269.38,111500,30035893.63
SHIVM,2026-05-01,264.34,268.71,261.89,264.41,87757,23203878.94
SHIVM,2026-05-04,261.9,262.69,261.46,262.6,93301,24500838.48
SHIVM,2026-05-05,263.13,266.07,259.59,262.42,117010,30706081.84
SHIVM,2026-05-06,264.97,268.26,262.71,266.33,29791,7934117.25
SHIVM,2026-05-07,270.47,270.43,268.22,270.29,148516,40142807.49
SHIVM,2026-05-08,270.62,273.76,269.27,270.83,41189,11155031.6
SHIVM,2026-05-11,265.95,269.87,265.02,265.47,134814,35789624.8
SHIVM,2026-05-12,262.23,266.78,259.96,262.18,25311,6636068.58
SHIVM,2026-05-13,271.82,274.64,269.22,272.62,10622,2895736.1
SHIVM,2026-05-14,269.98,270.5,267.01,270.02,26865,7254212.92
SHIVM,2026-05-15,274.18,279.49,270.12,273.18,63451,17333447.05
SHIVM,2026-05-18,268.91,270.26,263.14,266.38,73326,19532337.72
SHIVM,2026-05-19,268.93,269.99,265.1,268.4,102475,27504372.0
SHIVM,2026-05-20,274.83,274.09,271.13,273.28,55555,15182205.01
SHIVM,2026-05-21,270.54,273.65,262.99,271.68,106272,28871897.15
SHIVM,2026-05-22,272.07,271.94,267.57,270.14,147575,39865938.77
SHIVM,2026-05-25,275.59,278.69,275.8,276.45,58948,16296189.26
SHIVM,2026-05-26,278.27,282.18,272.26,280.0,105804,29625305.58
SHIVM,2026-05-27,283.78,285.41,284.19,284.29,57164,16251107.35
SHIVM,2026-05-28,293.84,294.07,289.49,292.23,33577,9812312.05
SHIVM,2026-05-29,293.97,301.65,294.08,294.12,109342,32159409.92
SHIVM,2026-06-01,294.86,295.58,292.64,295.41,120774,35677372.53
SHIVM,2026-06-02,299.77,301.82,296.4,298.77,124012,37051457.93
SHIVM,2026-06-03,304.74,305.21,303.59,305.01,107330,32736891.0
SHIVM,2026-06-04,304.19,305.03,302.38,303.89,116045,35264987.47
SHIVM,2026-06-05,312.0,315.31,306.9,310.67,145216,45113552.15
SHIVM,2026-06-08,308.03,308.4,304.59,308.12,118372,36472403.98
SHIVM,2026-06-09,301.59,300.56,298.13,299.82,34055,10210504.38
SHIVM,2026-06-10,299.88,300.48,298.19,298.63,128671,38425365.18
SHIVM,2026-06-11,301.22,304.87,298.17,300.6,59979,18029866.56
SHIVM,2026-06-12,298.28,298.22,292.78,296.31,110856,32847418.59
SHIVM,2026-06-15,306.0,308.23,305.24,306.3,25929,7942089.85
SHIVM,2026-06-16,304.48,308.8,306.42,307.58,120006,36911425.41
SHIVM,2026-06-17,311.88,313.45,309.15,312.95,105671,33070007.68
SHIVM,2026-06-18,315.58,321.13,318.1,320.01,49456,15826205.28
SHIVM,2026-06-19,313.99,311.28,310.2,311.17,88731,27610196.69
SHIVM,2026-06-22,312.84,318.23,309.56,311.89,139940,43646220.48
SHIVM,2026-06-23,320.19,321.35,317.69,320.78,18416,5907495.68
SHIVM,2026-06-24,322.54,324.53,321.88,322.06,44587,14359842.66
SHIVM,2026-06-25,333.4,334.6,324.35,333.74,122230,40793454.12
SHIVM,2026-06-26,331.04,336.64,329.03,331.59,6316,2094305.06
SHIVM,2026-06-29,328.67,330.43,325.31,330.01,109082,35998292.25
SHIVM,2026-06-30,331.03,331.22,329.18,330.09,78118,25785761.45
SHIVM,2026-07-01,327.45,331.61,323.34,326.04,97326,31731855.64
SHIVM,2026-07-02,330.73,334.3,329.75,330.8,49739,16453564.96
SHIVM,2026-07-03,322.92,324.94,323.72,324.08,12045,3903507.71
SHIVM,2026-07-06,321.05,324.29,318.03,322.92,98920,31942895.91
SHIVM,2026-07-07,317.49,320.36,314.65,319.28,55528,17728912.0
SHIVM,2026-07-08,322.92,327.23,317.51,322.37,8468,2729812.88
SHIVM,2026-07-09,334.98,337.64,332.1,335.87,27236,9147884.65
SHIVM,2026-07-10,340.41,344.73,336.5,338.86,61369,20795238.28
SHIVM,2026-07-13,345.58,348.51,344.35,346.43,52838,18304801.87
SHIVM,2026-07-14,342.0,343.48,341.99,343.0,124024,42540696.52
SHIVM,2026-07-15,329.27,334.84,329.96,330.63,84386,27900289.53
SHIVM,2026-07-16,322.33,328.48,322.56,323.86,61284,19847557.35
SHIVM,2026-07-17,328.47,330.8,323.83,326.61,133259,43524282.36
SHIVM,2026-07-20,325.25,326.0,321.33,325.65,40377,13148624.6
SHIVM,2026-07-21,321.61,322.26,318.1,321.35,32677,10500671.62
SHIVM,2026-07-22,326.27,325.61,322.8,325.39,53001,17245969.59
SHIVM,2026-07-23,324.53,325.46,320.39,322.85,144462,46639463.61
SHIVM,2026-07-24,320.97,323.39,322.71,323.08,142023,45884533.88
SHIVM,2026-07-27,320.75,323.14,322.69,322.85,15485,4999339.62
NTC,2025-11-18,531.74,540.74,532.05,534.26,24565,13124118.61
NTC,2025-11-19,533.01,541.21,534.15,535.16,138154,73934815.25
NTC,2025-11-20,512.61,517.17,506.58,512.98,127352,65329508.58
NTC,2025-11-21,519.94,527.98,518.7,521.05,122253,63700442.93
